From,Entry,Reviewed,Entry Name,Protein names,Protein names1,Gene Names,Organism,Length,biological_process,cellular_component,molecular_function,Intramembrane,Subcellular location [CC],Transmembrane,Topological domain,Annotation
Q8DWD5,Q8DWD5,unreviewed,Q8DWD5_STRMU,Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.-),Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex ,adhC SMU_129,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),455,acetyl-CoA biosynthetic process from pyruvate [GO:0006086],pyruvate dehydrogenase complex [GO:0045254],dihydrolipoyllysine-residue acetyltransferase activity [GO:0004742],,,,,2
Q8DSQ7,Q8DSQ7,unreviewed,Q8DSQ7_STRMU,Phosphoesterase (EC 3.1.4.-),Phosphoesterase ,SMU_1716c,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),172,,,hydrolase activity [GO:0016787]; metal ion binding [GO:0046872],,,,,1
Q8DTY4,Q8DTY4,unreviewed,Q8DTY4_STRMU,"ABC transporter, glutamine binding protein","ABC transporter, glutamine binding protein",SMU_1177c,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),277,,,,,,,,1
Q8DSP6,Q8DSP6,unreviewed,Q8DSP6_STRMU,Endolytic murein transglycosylase (EC 4.2.2.29) (Peptidoglycan lytic transglycosylase) (Peptidoglycan polymerization terminase),Endolytic murein transglycosylase ,mltG SMU_1729c,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),614,cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252],plasma membrane [GO:0005886],lytic endotransglycosylase activity [GO:0008932],,SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|HAMAP-Rule:MF_02065}; Single-pass membrane protein {ECO:0000256|HAMAP-Rule:MF_02065}.,"TRANSMEM 243..266; /note=""Helical""; /evidence=""ECO:0000256|HAMAP-Rule:MF_02065""",,3
Q8DU84,Q8DU84,unreviewed,Q8DU84_STRMU,Quaternary amine transport ATP-binding protein (EC 7.6.2.9),Quaternary amine transport ATP-binding protein ,opuAa SMU_1063,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),404,amino acid transport [GO:0006865]; glycine betaine transport [GO:0031460],plasma membrane [GO:0005886],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887],,SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|RuleBase:RU369116}; Peripheral membrane protein {ECO:0000256|RuleBase:RU369116}.,,,2
Q8DVE0,Q8DVE0,unreviewed,Q8DVE0_STRMU,Cell division protein FtsA,Cell division protein FtsA,ftsA SMU_551,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),453,FtsZ-dependent cytokinesis [GO:0043093],cell division site [GO:0032153]; cytoplasmic side of plasma membrane [GO:0009898],,,SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|HAMAP-Rule:MF_02033}; Peripheral membrane protein {ECO:0000256|HAMAP-Rule:MF_02033}; Cytoplasmic side {ECO:0000256|HAMAP-Rule:MF_02033}. Note=Localizes to the Z ring in an FtsZ-dependent manner. Targeted to the membrane through a conserved C-terminal amphipathic helix. {ECO:0000256|HAMAP-Rule:MF_02033}.,,,2
Q8DVZ5,Q8DVZ5,unreviewed,Q8DVZ5_STRMU,DNA polymerase I (EC 2.7.7.7),DNA polymerase I ,polI polA SMU_297,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),878,DNA-templated DNA replication [GO:0006261]; double-strand break repair [GO:0006302],,3'-5' exonuclease activity [GO:0008408]; 5'-3' exonuclease activity [GO:0008409]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887],,,,,2
P95788,P95788,reviewed,ATPG_STRMU,ATP synthase gamma chain (ATP synthase F1 sector gamma subunit) (F-ATPase gamma subunit),ATP synthase gamma chain ,atpG atpC SMU_1529,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),292,proton motive force-driven plasma membrane ATP synthesis [GO:0042777],"plasma membrane [GO:0005886]; proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]","ATP binding [GO:0005524]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]",,SUBCELLULAR LOCATION: Cell membrane {ECO:0000255|HAMAP-Rule:MF_00815}; Peripheral membrane protein {ECO:0000255|HAMAP-Rule:MF_00815}.,,,2
Q8DU26,Q8DU26,unreviewed,Q8DU26_STRMU,Aminopeptidase (EC 3.4.11.-),Aminopeptidase ,pepN SMU_1132,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),849,peptide catabolic process [GO:0043171]; proteolysis [GO:0006508],cytoplasm [GO:0005737],metalloaminopeptidase activity [GO:0070006]; peptide binding [GO:0042277]; zinc ion binding [GO:0008270],,,,,3
Q8DT63,Q8DT63,unreviewed,Q8DT63_STRMU,"Amino acid ABC transporter, ATP-binding protein","Amino acid ABC transporter, ATP-binding protein",glnQ SMU_1519,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),260,,,ABC-type amino acid transporter activity [GO:0015424]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887],,,,,1
Q8DVV7,Q8DVV7,unreviewed,Q8DVV7_STRMU,CMP-binding factor,CMP-binding factor,SMU_355,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),322,rRNA 3'-end processing [GO:0031125],,hydrolase activity [GO:0016787],,,,,1
Q8DSI5,Q8DSI5,unreviewed,Q8DSI5_STRMU,CRM domain-containing protein,CRM domain-containing protein,SMU_1800c,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),102,,,RNA binding [GO:0003723],,,,,1
Q8DV43,Q8DV43,unreviewed,Q8DV43_STRMU,Ribonucleoside-diphosphate reductase subunit beta (EC 1.17.4.1),Ribonucleoside-diphosphate reductase subunit beta ,nrdG SMU_667,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),319,deoxyribonucleotide biosynthetic process [GO:0009263],ribonucleoside-diphosphate reductase complex [GO:0005971],"metal ion binding [GO:0046872]; ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor [GO:0004748]",,,,,2
Q8DU92,Q8DU92,unreviewed,Q8DU92_STRMU,Cysteine desulfurase,Cysteine desulfurase,SMU_1052,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),115,,,,,,,,1
Q8DTM5,Q8DTM5,unreviewed,Q8DTM5_STRMU,Translation initiation inhibitor aldR regulator-like protein,Translation initiation inhibitor aldR regulator-like protein,aldR SMU_1308,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),125,,cytosol [GO:0005829],deaminase activity [GO:0019239],,,,,1
Q8DS54,Q8DS54,unreviewed,Q8DS54_STRMU,Competence protein ComGF,Competence protein ComGF,SMU_1981c,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),144,,,,,,,,1
Q8DT38,Q8DT38,unreviewed,Q8DT38_STRMU,Methionine aminopeptidase (MAP) (MetAP) (EC 3.4.11.18) (Peptidase M),Methionine aminopeptidase ,ampM map SMU_1556,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),286,proteolysis [GO:0006508],cytosol [GO:0005829],initiator methionyl aminopeptidase activity [GO:0004239]; metal ion binding [GO:0046872]; metalloaminopeptidase activity [GO:0070006],,,,,3
Q8DUS9,Q8DUS9,unreviewed,Q8DUS9_STRMU,"Amino acid transporter, amino acid-binding protein","Amino acid transporter, amino acid-binding protein",SMU_817,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),271,,membrane [GO:0016020],ligand-gated monoatomic ion channel activity [GO:0015276],,,,,1
Q8DWB3,Q8DWB3,reviewed,RS15_STRMU,Small ribosomal subunit protein uS15 (30S ribosomal protein S15),Small ribosomal subunit protein uS15 ,rpsO SMU_154,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),89,translation [GO:0006412],cytosolic small ribosomal subunit [GO:0022627],rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735],,,,,2
Q8DUI0,Q8DUI0,reviewed,CLPX_STRMU,ATP-dependent Clp protease ATP-binding subunit ClpX,ATP-dependent Clp protease ATP-binding subunit ClpX,clpX SMU_949,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),410,cell division [GO:0051301]; proteolysis involved in protein catabolic process [GO:0051603],HslUV protease complex [GO:0009376],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent protein folding chaperone [GO:0140662]; protein dimerization activity [GO:0046983]; unfolded protein binding [GO:0051082]; zinc ion binding [GO:0008270],,,,,3
Q8DTV3,Q8DTV3,unreviewed,Q8DTV3_STRMU,Phospholipid-binding protein,Phospholipid-binding protein,SMU_1220c,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),166,,,,,,,,1
Q8DT12,Q8DT12,reviewed,SYT_STRMU,Threonine--tRNA ligase (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS),Threonine--tRNA ligase ,thrS SMU_1586,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),649,threonyl-tRNA aminoacylation [GO:0006435],cytoplasm [GO:0005737],ATP binding [GO:0005524]; metal ion binding [GO:0046872]; threonine-tRNA ligase activity [GO:0004829]; transferase activity [GO:0016740]; tRNA binding [GO:0000049],,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00184}.,,,3
Q8DVS3,Q8DVS3,reviewed,Y394_STRMU,Nucleoid-associated protein SMU_394c,Nucleoid-associated protein SMU_394c,SMU_394c,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),99,,bacterial nucleoid [GO:0043590]; cytosol [GO:0005829],DNA binding [GO:0003677],,"SUBCELLULAR LOCATION: Cytoplasm, nucleoid {ECO:0000255|HAMAP-Rule:MF_00274}.",,,2
Q8DT22,Q8DT22,unreviewed,Q8DT22_STRMU,Haloacid dehalogenase-like hydrolase,Haloacid dehalogenase-like hydrolase,SMU_1574c,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),352,,,,,,,,1
Q8DTA7,Q8DTA7,unreviewed,Q8DTA7_STRMU,Alpha-acetolactate decarboxylase (EC 4.1.1.5),Alpha-acetolactate decarboxylase ,aldB SMU_1451,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),238,acetoin biosynthetic process [GO:0045151],,acetolactate decarboxylase activity [GO:0047605],,,,,2
Q8DSE5,Q8DSE5,unreviewed,Q8DSE5_STRMU,Deoxycytidylate deaminase,Deoxycytidylate deaminase,comEB SMU_1849,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),150,pyrimidine nucleotide metabolic process [GO:0006220],,dCMP deaminase activity [GO:0004132]; nucleotide binding [GO:0000166]; zinc ion binding [GO:0008270],,,,,2
Q8DWH2,Q8DWH2,reviewed,DNAJ_STRMU,Chaperone protein DnaJ,Chaperone protein DnaJ,dnaJ SMU_83,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),377,chaperone cofactor-dependent protein refolding [GO:0051085]; DNA replication [GO:0006260]; protein refolding [GO:0042026]; response to heat [GO:0009408],cytoplasm [GO:0005737],ATP binding [GO:0005524]; heat shock protein binding [GO:0031072]; unfolded protein binding [GO:0051082]; zinc ion binding [GO:0008270],,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_01152}.,,,3
Q8DVF3,Q8DVF3,reviewed,TRPB_STRMU,Tryptophan synthase beta chain (EC 4.2.1.20),Tryptophan synthase beta chain ,trpB SMU_537,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),403,tryptophan metabolic process [GO:0006568],cytoplasm [GO:0005737],tryptophan synthase activity [GO:0004834],,,,,2
Q8DVC5,Q8DVC5,unreviewed,Q8DVC5_STRMU,"Amino acid ABC transporter, ATP-binding protein","Amino acid ABC transporter, ATP-binding protein",SMU_568,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),244,,,ABC-type amino acid transporter activity [GO:0015424]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887],,SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004202}; Peripheral membrane protein {ECO:0000256|ARBA:ARBA00004202}.,,,1
P26423,P26423,reviewed,LACA_STRMU,Galactose-6-phosphate isomerase subunit LacA (EC 5.3.1.26),Galactose-6-phosphate isomerase subunit LacA ,lacA SMU_1496,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),142,"D-allose catabolic process [GO:0019316]; galactose catabolic process [GO:0019388]; lactose catabolic process via tagatose-6-phosphate [GO:0019512]; pentose-phosphate shunt, non-oxidative branch [GO:0009052]",,galactose-6-phosphate isomerase activity [GO:0050044]; ribose-5-phosphate isomerase activity [GO:0004751],,,,,2
Q8DUK8,Q8DUK8,unreviewed,Q8DUK8_STRMU,"6-carboxy-5,6,7,8-tetrahydropterin synthase (EC 4.-.-.-)","6-carboxy-5,6,7,8-tetrahydropterin synthase ",SMU_917c,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),148,queuosine biosynthetic process [GO:0008616],,"6-carboxy-5,6,7,8-tetrahydropterin synthase activity [GO:0070497]; metal ion binding [GO:0046872]",,,,,2
Q59935,Q59935,reviewed,MANA_STRMU,Mannose-6-phosphate isomerase (EC 5.3.1.8) (Phosphohexomutase) (Phosphomannose isomerase) (PMI),Mannose-6-phosphate isomerase ,pmi manA SMU_1839,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),316,carbohydrate metabolic process [GO:0005975],,mannose-6-phosphate isomerase activity [GO:0004476]; zinc ion binding [GO:0008270],,,,,2
Q8DVE5,Q8DVE5,unreviewed,Q8DVE5_STRMU,Large ribosomal subunit assembly factor BipA (EC 3.6.5.-) (GTP-binding protein BipA),Large ribosomal subunit assembly factor BipA ,bipA SMU_546,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),614,ribosomal large subunit assembly [GO:0000027],cytosol [GO:0005829]; ribonucleoprotein complex [GO:1990904],GTP binding [GO:0005525]; GTPase activity [GO:0003924]; ribosome binding [GO:0043022]; rRNA binding [GO:0019843]; tRNA binding [GO:0000049],,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_00849}. Note=Binds to ribosomes. {ECO:0000256|HAMAP-Rule:MF_00849}.,,,3
Q8CWX9,Q8CWX9,reviewed,PEPT_STRMU,Peptidase T (EC 3.4.11.4) (Aminotripeptidase) (Tripeptidase) (Tripeptide aminopeptidase),Peptidase T ,pepT SMU_691,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),406,peptide catabolic process [GO:0043171]; proteolysis [GO:0006508],cytosol [GO:0005829],metallopeptidase activity [GO:0008237]; tripeptide aminopeptidase activity [GO:0045148]; zinc ion binding [GO:0008270],,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00550}.,,,3
Q8DSQ4,Q8DSQ4,reviewed,Y1719_STRMU,UPF0154 protein SMU_1719c,UPF0154 protein SMU_1719c,SMU_1719c,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),82,,plasma membrane [GO:0005886],,,SUBCELLULAR LOCATION: Membrane {ECO:0000255|HAMAP-Rule:MF_00363}; Single-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_00363}.,"TRANSMEM 4..24; /note=""Helical""; /evidence=""ECO:0000255|HAMAP-Rule:MF_00363""",,1
Q8DUS0,Q8DUS0,unreviewed,Q8DUS0_STRMU,Sulfatase N-terminal domain-containing protein,Sulfatase N-terminal domain-containing protein,SMU_831,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),846,,membrane [GO:0016020],,,,"TRANSMEM 69..90; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 97..116; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 136..159; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 180..201; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 221..241; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 253..272; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 292..310; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 315..333; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 364..382; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 397..416; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""",,1
Q8DTN6,Q8DTN6,reviewed,NRNA_STRMU,"Probable bifunctional oligoribonuclease and PAP phosphatase NrnA (EC 3.1.-.-) (3'-phosphoadenosine 5'-phosphate phosphatase) (PAP phosphatase) (Probable 3'(2'),5'-bisphosphate nucleotidase) (EC 3.1.3.7) (nanoRNase)",Probable bifunctional oligoribonuclease and PAP phosphatase NrnA ,nrnA SMU_1297,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),310,,,"3'(2'),5'-bisphosphate nucleotidase activity [GO:0008441]; exonuclease activity [GO:0004527]; nucleic acid binding [GO:0003676]",,,,,3
Q8DSE2,Q8DSE2,unreviewed,Q8DSE2_STRMU,Integral membrane protein,Integral membrane protein,SMU_1853,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),220,,plasma membrane [GO:0005886],,,SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}.,"TRANSMEM 85..109; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 115..140; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 152..173; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 185..204; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""",,1
Q8DVQ9,Q8DVQ9,unreviewed,Q8DVQ9_STRMU,Methyl-accepting chemotaxis protein,Methyl-accepting chemotaxis protein,SMU_411c,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),97,,,,,,,,1
Q8DSG2,Q8DSG2,unreviewed,Q8DSG2_STRMU,Pyrazinamidase/nicotinamidase,Pyrazinamidase/nicotinamidase,pncA SMU_1823,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),183,,,hydrolase activity [GO:0016787]; metal ion binding [GO:0046872],,,,,1
Q8DW89,Q8DW89,unreviewed,Q8DW89_STRMU,NADPH-dependent FMN reductase-like domain-containing protein,NADPH-dependent FMN reductase-like domain-containing protein,SMU_179,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),200,,cytosol [GO:0005829],FMN binding [GO:0010181]; oxidoreductase activity [GO:0016491],,,,,1
Q8DU64,Q8DU64,reviewed,RF1_STRMU,Peptide chain release factor 1 (RF-1),Peptide chain release factor 1 ,prfA SMU_1085,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),359,,cytoplasm [GO:0005737],"translation release factor activity, codon specific [GO:0016149]",,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00093}.,,,2
P96995,P96995,reviewed,GALE_STRMU,UDP-glucose 4-epimerase (EC 5.1.3.2) (Galactowaldenase) (UDP-galactose 4-epimerase),UDP-glucose 4-epimerase ,galE SMU_888,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),333,galactose catabolic process via UDP-galactose [GO:0033499],cytosol [GO:0005829],UDP-glucose 4-epimerase activity [GO:0003978],,,,,3
P95803,P95803,reviewed,DDL_STRMU,D-alanine--D-alanine ligase (EC 6.3.2.4) (D-Ala-D-Ala ligase) (D-alanylalanine synthetase),D-alanine--D-alanine ligase ,ddl SMU_599,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),349,cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360],cytosol [GO:0005829],ATP binding [GO:0005524]; D-alanine-D-alanine ligase activity [GO:0008716]; metal ion binding [GO:0046872],,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00047}.,,,3
Q8DUT7,Q8DUT7,unreviewed,Q8DUT7_STRMU,"Glutamine ABC transporter, permease protein","Glutamine ABC transporter, permease protein",SMU_806c,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),728,amino acid transport [GO:0006865]; nitrogen compound transport [GO:0071705],ATP-binding cassette (ABC) transporter complex [GO:0043190],ligand-gated monoatomic ion channel activity [GO:0015276],,"SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651, ECO:0000256|RuleBase:RU363032}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651, ECO:0000256|RuleBase:RU363032}.","TRANSMEM 521..547; /note=""Helical""; /evidence=""ECO:0000256|RuleBase:RU363032""; TRANSMEM 559..584; /note=""Helical""; /evidence=""ECO:0000256|RuleBase:RU363032""; TRANSMEM 699..720; /note=""Helical""; /evidence=""ECO:0000256|RuleBase:RU363032""",,2
O07329,O07329,reviewed,CCPA_STRMU,Catabolite control protein A,Catabolite control protein A,ccpA SMU_1591,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),333,,,DNA-binding transcription factor activity [GO:0003700]; transcription cis-regulatory region binding [GO:0000976],,,,,2
Q8DVY6,Q8DVY6,reviewed,DAPEL_STRMU,N-acetyldiaminopimelate deacetylase (EC 3.5.1.47),N-acetyldiaminopimelate deacetylase ,SMU_318,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),376,diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089],,N-acetyldiaminopimelate deacetylase activity [GO:0050118],,,,,2
Q8DV90,Q8DV90,unreviewed,Q8DV90_STRMU,DEAD-box ATP-dependent RNA helicase CshA (EC 3.6.4.13),DEAD-box ATP-dependent RNA helicase CshA ,cshA SMU_611,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),517,response to cold [GO:0009409]; RNA catabolic process [GO:0006401]; RNA secondary structure unwinding [GO:0010501],cytosol [GO:0005829]; ribosome [GO:0005840],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; RNA helicase activity [GO:0003724]; RNA strand annealing activity [GO:0033592],,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_01493}.,,,3
